review_id,date,platform,guest_type,rating,sentiment,comment,issues
REV-0330,2025-07-17,TripAdvisor,Wedding,4,Positive,Good value for money,
REV-0331,2025-02-20,Google Reviews,Wedding,5,Positive,Peaceful and quiet atmosphere,
REV-0332,2025-02-15,TripAdvisor,Leisure,4,Positive,Delicious breakfast buffet,
REV-0333,2025-10-15,Booking.com,Business,3,Neutral,Met basic expectations,
REV-0334,2025-06-06,Google Reviews,Wedding,4,Positive,Very clean rooms and comfortable beds,
REV-0335,2025-01-10,Google Reviews,Conference,4,Positive,Great location near the city center,
REV-0336,2025-05-01,Google Reviews,Business,4,Positive,Delicious breakfast buffet,
REV-0337,2025-01-16,Google Reviews,Leisure,3,Neutral,Okay for the price,
REV-0338,2025-12-03,TripAdvisor,Business,5,Positive,Peaceful and quiet atmosphere,
REV-0339,2025-12-14,TripAdvisor,Wedding,3,Neutral,"Average stay, nothing special",
REV-0340,2025-08-07,Google Reviews,Family,4,Positive,Peaceful and quiet atmosphere,
REV-0341,2025-03-09,TripAdvisor,Leisure,4,Positive,Good value for money,
REV-0342,2025-04-14,TripAdvisor,Conference,5,Positive,Peaceful and quiet atmosphere,
REV-0343,2025-03-11,Expedia,Leisure,5,Positive,Peaceful and quiet atmosphere,
REV-0344,2025-03-22,Google Reviews,Business,4,Positive,Good value for money,
REV-0345,2025-03-02,TripAdvisor,Conference,5,Positive,Very clean rooms and comfortable beds,
REV-0346,2025-01-16,Google Reviews,Wedding,5,Positive,Great location near the city center,
REV-0347,2025-08-15,Google Reviews,Leisure,5,Positive,Excellent service and friendly staff,
REV-0348,2025-03-09,TripAdvisor,Business,5,Positive,Peaceful and quiet atmosphere,
REV-0349,2025-11-12,Google Reviews,Family,4,Positive,Very clean rooms and comfortable beds,
REV-0350,2025-11-02,TripAdvisor,Leisure,5,Positive,Great location near the city center,
REV-0351,2025-02-10,Expedia,Leisure,4,Positive,Peaceful and quiet atmosphere,
REV-0352,2025-08-29,Google Reviews,Leisure,5,Positive,Delicious breakfast buffet,
REV-0353,2025-08-31,TripAdvisor,Leisure,3,Neutral,"Average stay, nothing special",
REV-0354,2025-07-29,Booking.com,Conference,5,Positive,Very clean rooms and comfortable beds,
REV-0355,2025-12-10,TripAdvisor,Leisure,2,Negative,Noisy neighbors kept us awake,"Food, Staff"
REV-0356,2025-08-23,TripAdvisor,Wedding,4,Positive,Excellent service and friendly staff,
REV-0357,2025-11-08,Expedia,Conference,4,Positive,Good value for money,
REV-0358,2025-10-20,Booking.com,Family,2,Negative,Noisy neighbors kept us awake,Cleanliness
REV-0359,2025-09-23,Expedia,Business,4,Positive,Peaceful and quiet atmosphere,
REV-0360,2025-11-19,Booking.com,Leisure,4,Positive,Delicious breakfast buffet,
REV-0361,2025-06-05,Google Reviews,Wedding,3,Neutral,Okay for the price,
REV-0362,2025-11-10,Booking.com,Family,5,Positive,Delicious breakfast buffet,
REV-0363,2025-11-27,Expedia,Business,5,Positive,Excellent service and friendly staff,
REV-0364,2025-04-03,TripAdvisor,Wedding,4,Positive,Delicious breakfast buffet,
REV-0365,2025-01-13,TripAdvisor,Wedding,4,Positive,Good value for money,
REV-0366,2025-04-14,Expedia,Business,3,Neutral,Met basic expectations,
REV-0367,2025-11-29,TripAdvisor,Business,2,Negative,Hot water ran out in the shower,"Food, Staff"
REV-0368,2025-02-13,Expedia,Family,4,Positive,Very clean rooms and comfortable beds,
REV-0369,2025-07-13,Expedia,Business,5,Positive,Great location near the city center,
REV-0370,2025-10-17,TripAdvisor,Leisure,5,Positive,Very clean rooms and comfortable beds,
REV-0371,2025-12-31,Booking.com,Wedding,4,Positive,Good value for money,
REV-0372,2025-08-17,Google Reviews,Leisure,2,Negative,Air conditioning not working properly,WiFi
REV-0373,2025-11-15,Google Reviews,Business,4,Positive,Professional and helpful front desk,
REV-0374,2025-09-13,Booking.com,Family,5,Positive,Very clean rooms and comfortable beds,
REV-0375,2025-04-22,Expedia,Wedding,4,Positive,Excellent service and friendly staff,
REV-0376,2025-11-04,Booking.com,Leisure,5,Positive,Great location near the city center,
REV-0377,2025-11-14,TripAdvisor,Business,3,Neutral,"Average stay, nothing special",
REV-0378,2025-12-01,Google Reviews,Business,3,Neutral,"Average stay, nothing special",
REV-0379,2025-12-08,Google Reviews,Conference,5,Positive,Excellent service and friendly staff,
REV-0380,2025-02-25,Expedia,Leisure,3,Neutral,Okay for the price,
REV-0381,2025-11-09,TripAdvisor,Wedding,5,Positive,Great location near the city center,
REV-0382,2025-01-19,Booking.com,Conference,4,Positive,Delicious breakfast buffet,
REV-0383,2025-02-04,Expedia,Family,2,Negative,Noisy neighbors kept us awake,WiFi
REV-0384,2025-12-22,Google Reviews,Conference,4,Positive,Peaceful and quiet atmosphere,
REV-0385,2025-04-18,TripAdvisor,Family,2,Negative,Room was smaller than expected,Noise
REV-0386,2025-12-19,Google Reviews,Wedding,4,Positive,Great location near the city center,
REV-0387,2025-05-13,Google Reviews,Leisure,4,Positive,Delicious breakfast buffet,
REV-0388,2025-09-24,Expedia,Wedding,5,Positive,Peaceful and quiet atmosphere,
REV-0389,2025-04-30,Google Reviews,Leisure,1,Negative,WiFi was very slow,"Food, WiFi"
REV-0390,2025-04-17,Expedia,Wedding,1,Negative,Breakfast options were limited,WiFi
REV-0391,2025-11-24,TripAdvisor,Conference,3,Neutral,"Average stay, nothing special",
REV-0392,2025-06-07,Google Reviews,Family,4,Positive,Professional and helpful front desk,
REV-0393,2025-01-04,Booking.com,Conference,4,Positive,Good value for money,
REV-0394,2025-10-19,Booking.com,Leisure,3,Neutral,Okay for the price,
REV-0395,2025-12-11,Expedia,Wedding,5,Positive,Good value for money,
REV-0396,2025-03-11,Expedia,Leisure,4,Positive,Professional and helpful front desk,
REV-0397,2025-10-02,Google Reviews,Wedding,5,Positive,Delicious breakfast buffet,
REV-0398,2025-01-29,Google Reviews,Family,5,Positive,Great location near the city center,
REV-0399,2025-10-12,Booking.com,Leisure,4,Positive,Great location near the city center,
REV-0400,2025-07-01,Booking.com,Leisure,4,Positive,Excellent service and friendly staff,
REV-0401,2025-06-23,Expedia,Family,5,Positive,Peaceful and quiet atmosphere,
REV-0402,2025-11-07,Expedia,Leisure,4,Positive,Professional and helpful front desk,
REV-0403,2025-06-07,Google Reviews,Business,3,Neutral,"Average stay, nothing special",
REV-0404,2025-09-12,TripAdvisor,Conference,4,Positive,Great location near the city center,
REV-0405,2025-04-21,Google Reviews,Leisure,2,Negative,Checkout process took too long,Cleanliness
REV-0406,2025-02-17,Expedia,Family,1,Negative,Noisy neighbors kept us awake,Cleanliness
REV-0407,2025-06-24,Expedia,Family,4,Positive,Great location near the city center,
REV-0408,2025-03-15,Booking.com,Family,5,Positive,Very clean rooms and comfortable beds,
REV-0409,2025-04-16,Booking.com,Wedding,4,Positive,Professional and helpful front desk,
REV-0410,2025-09-25,Booking.com,Business,4,Positive,Excellent service and friendly staff,
REV-0411,2025-12-18,Booking.com,Conference,4,Positive,Excellent service and friendly staff,
REV-0412,2025-02-22,Google Reviews,Business,4,Positive,Great location near the city center,
REV-0413,2025-11-24,TripAdvisor,Conference,3,Neutral,Okay for the price,
REV-0414,2025-05-22,Google Reviews,Wedding,5,Positive,Great location near the city center,
REV-0415,2025-03-18,TripAdvisor,Conference,2,Negative,Room was smaller than expected,Cleanliness
REV-0416,2025-10-05,Google Reviews,Family,4,Positive,Very clean rooms and comfortable beds,
REV-0417,2025-12-27,Google Reviews,Family,3,Neutral,"Average stay, nothing special",
REV-0418,2025-06-09,Google Reviews,Family,4,Positive,Very clean rooms and comfortable beds,
REV-0419,2025-01-15,Expedia,Business,2,Negative,WiFi was very slow,Noise
REV-0420,2025-07-20,TripAdvisor,Family,5,Positive,Good value for money,
REV-0421,2025-12-20,Expedia,Family,4,Positive,Great location near the city center,
REV-0422,2025-04-12,Booking.com,Wedding,4,Positive,Excellent service and friendly staff,
REV-0423,2025-12-24,Expedia,Business,4,Positive,Good value for money,
REV-0424,2025-11-26,Expedia,Wedding,3,Neutral,"Average stay, nothing special",
REV-0425,2025-03-15,Google Reviews,Conference,4,Positive,Good value for money,
REV-0426,2025-12-07,Google Reviews,Conference,4,Positive,Excellent service and friendly staff,
REV-0427,2025-02-03,Expedia,Business,4,Positive,Delicious breakfast buffet,
REV-0428,2025-03-29,Google Reviews,Conference,4,Positive,Very clean rooms and comfortable beds,
REV-0429,2025-09-18,Booking.com,Wedding,5,Positive,Professional and helpful front desk,
REV-0430,2025-02-24,Google Reviews,Family,5,Positive,Professional and helpful front desk,
REV-0431,2025-06-04,Expedia,Wedding,4,Positive,Very clean rooms and comfortable beds,
REV-0432,2025-11-14,TripAdvisor,Family,3,Neutral,Okay for the price,
REV-0433,2025-07-16,Booking.com,Conference,3,Neutral,Met basic expectations,
REV-0434,2025-10-30,Expedia,Wedding,4,Positive,Great location near the city center,
REV-0435,2025-10-06,TripAdvisor,Leisure,5,Positive,Excellent service and friendly staff,
REV-0436,2025-12-31,Expedia,Business,4,Positive,Delicious breakfast buffet,
REV-0437,2025-06-16,Booking.com,Wedding,3,Neutral,Okay for the price,
REV-0438,2025-02-05,Booking.com,Family,5,Positive,Delicious breakfast buffet,
REV-0439,2025-06-17,Expedia,Business,2,Negative,Checkout process took too long,Facilities
REV-0440,2025-11-22,Booking.com,Leisure,5,Positive,Delicious breakfast buffet,
REV-0441,2025-09-30,Google Reviews,Wedding,4,Positive,Delicious breakfast buffet,
REV-0442,2025-04-11,TripAdvisor,Conference,4,Positive,Professional and helpful front desk,
REV-0443,2025-12-14,Google Reviews,Wedding,5,Positive,Great location near the city center,
REV-0444,2025-02-15,Booking.com,Family,5,Positive,Delicious breakfast buffet,
REV-0445,2025-03-07,Google Reviews,Business,4,Positive,Peaceful and quiet atmosphere,
REV-0446,2025-01-28,Booking.com,Family,5,Positive,Great location near the city center,
REV-0447,2025-02-26,Google Reviews,Business,3,Neutral,Met basic expectations,
REV-0448,2025-10-30,Expedia,Conference,5,Positive,Delicious breakfast buffet,
REV-0449,2025-07-15,Expedia,Family,3,Neutral,"Average stay, nothing special",
REV-0450,2025-09-01,TripAdvisor,Leisure,4,Positive,Professional and helpful front desk,
