delivery_id,vehicle_id,vehicle_type,driver_id,route,distance_km,is_cross_border,sector,cargo_type,departure_date,planned_hrs,actual_hrs,on_time,delay_hrs,border_delay_hrs,fuel_per_100km,fuel_used_L,fuel_cost_bwp,revenue_bwp,load_tons,load_pct,harsh_events,speeding_events,idle_time_hrs,maint_flag,vehicle_age,year,month
DLV-00755,TD-057,Refrigerated,DRV-098,Francistown-Harare,490,1,Agriculture,Fresh Produce,2023-07-07,9.0,12.74,0,2.39,3.2,47.6,233.3,2303.0,8657.0,17.7,98.1,0,0,1.16,0,5,2023,2023-07
DLV-00756,TD-053,Long-Haul Articulated,DRV-033,Gaborone-Maun,680,0,Mining,Mining Supplies,2024-08-29,8.0,8.39,1,0.0,0.0,42.7,290.0,3221.0,8877.0,28.0,93.2,0,1,1.28,0,6,2024,2024-08
DLV-00757,TD-130,Light Commercial,DRV-021,Francistown-Harare,490,1,Construction,FMCG Cargo,2024-04-23,9.0,10.38,0,0.03,1.57,13.3,65.3,668.0,9080.0,2.5,84.2,0,1,1.35,0,3,2024,2024-04
DLV-00758,TD-052,Long-Haul Articulated,DRV-070,Local Gaborone,35,0,Construction,General Goods,2024-01-04,1.5,2.0,0,0.27,0.0,33.3,11.7,122.0,368.0,22.5,75.1,0,0,0.26,0,5,2024,2024-01
DLV-00759,TD-130,Light Commercial,DRV-111,Gaborone-Lusaka,1300,1,Retail,Agricultural Produce,2025-03-23,20.0,19.55,1,0.0,1.07,13.7,177.6,1970.0,25841.0,2.7,90.4,4,2,2.56,0,3,2025,2025-03
DLV-00760,TD-045,Long-Haul Articulated,DRV-066,Gaborone-Maun,680,0,Construction,Pharmaceuticals,2023-11-10,8.0,8.99,1,0.0,0.0,33.4,226.9,2403.0,6791.0,21.4,71.3,0,0,1.89,0,7,2023,2023-11
DLV-00761,TD-019,Long-Haul Articulated,DRV-086,Local Gaborone,35,0,Retail,FMCG Cargo,2024-04-25,1.5,1.77,0,0.05,0.0,27.1,9.5,100.0,297.0,18.2,60.5,0,0,0.35,0,8,2024,2024-04
DLV-00762,TD-126,Light Commercial,DRV-104,Gaborone-Windhoek,1400,1,Construction,Pharmaceuticals,2025-01-30,18.0,22.05,0,1.35,2.34,11.3,157.9,1766.0,22272.0,2.2,72.3,3,0,3.0,1,9,2025,2025-01
DLV-00763,TD-105,B-Train,DRV-010,Gaborone-Johannesburg,360,1,Mining,Pharmaceuticals,2024-08-02,6.5,8.09,0,0.61,1.68,48.5,174.5,1886.0,5560.0,38.6,96.5,0,0,1.26,0,7,2024,2024-08
DLV-00764,TD-095,B-Train,DRV-015,Local Gaborone,35,0,Pharmaceutical,Pharmaceuticals,2024-03-10,1.5,1.8,0,0.07,0.0,38.9,13.6,143.0,391.0,27.9,69.9,0,0,0.37,1,10,2024,2024-03
DLV-00765,TD-008,Long-Haul Articulated,DRV-038,Gaborone-Windhoek,1400,1,FMCG,Construction Materials,2024-04-11,18.0,19.53,1,0.0,1.52,40.3,563.6,5650.0,16955.0,26.0,86.5,0,2,2.25,0,5,2024,2024-04
DLV-00766,TD-024,Long-Haul Articulated,DRV-099,Gaborone-Johannesburg,360,1,Construction,FMCG Cargo,2024-08-23,6.5,9.97,0,2.5,2.81,30.9,111.3,1157.0,3405.0,20.3,67.6,0,0,1.37,0,5,2024,2024-08
DLV-00767,TD-065,Refrigerated,DRV-078,Gaborone-Lusaka,1300,1,Agriculture,Construction Materials,2024-11-05,20.0,24.17,0,1.17,3.05,51.6,670.5,7387.0,22692.0,17.5,97.0,1,1,4.23,0,8,2024,2024-11
DLV-00768,TD-089,B-Train,DRV-037,Gaborone-Johannesburg,360,1,FMCG,FMCG Cargo,2023-08-03,6.5,7.8,0,0.33,2.39,37.6,135.3,1513.0,4166.0,28.9,72.3,2,0,1.47,0,3,2023,2023-08
DLV-00769,TD-001,Long-Haul Articulated,DRV-025,Local Gaborone,35,0,Mining,Agricultural Produce,2024-12-14,1.5,1.27,1,0.0,0.0,42.0,14.7,148.0,438.0,26.8,89.3,0,0,0.2,1,9,2024,2024-12
DLV-00770,TD-048,Long-Haul Articulated,DRV-035,Gaborone-Windhoek,1400,1,Retail,Pharmaceuticals,2023-07-06,18.0,22.93,0,2.23,4.32,36.7,513.4,5617.0,15293.0,23.4,78.0,1,2,3.03,0,7,2023,2023-07
DLV-00771,TD-052,Long-Haul Articulated,DRV-016,Gaborone-Maun,680,0,Pharmaceutical,Mining Supplies,2025-02-16,8.0,7.94,1,0.0,0.0,33.8,229.6,2452.0,7269.0,22.9,76.4,3,1,1.76,0,5,2025,2025-02
DLV-00772,TD-043,Long-Haul Articulated,DRV-021,Gaborone-Johannesburg,360,1,FMCG,General Goods,2024-01-22,6.5,9.94,0,2.46,1.97,35.0,125.9,1337.0,3714.0,22.1,73.7,1,1,1.29,0,8,2024,2024-01
DLV-00773,TD-125,Light Commercial,DRV-026,Local Gaborone,35,0,Mining,General Goods,2023-09-30,1.5,2.27,0,0.55,0.0,13.4,4.7,46.0,705.0,2.7,91.6,0,0,0.19,0,7,2023,2023-09
DLV-00774,TD-134,Courier Van,DRV-002,Francistown-Harare,490,1,Construction,Construction Materials,2024-06-16,9.0,10.36,0,0.01,1.93,9.1,44.7,485.0,10899.0,0.8,79.4,0,0,1.01,0,3,2024,2024-06
DLV-00775,TD-087,B-Train,DRV-095,Gaborone-Lusaka,1300,1,Pharmaceutical,Fresh Produce,2023-11-19,20.0,21.91,1,0.0,1.84,44.5,579.0,6465.0,17562.0,33.8,84.4,3,1,3.42,0,6,2023,2023-11
DLV-00776,TD-026,Long-Haul Articulated,DRV-001,Gaborone-Windhoek,1400,1,Construction,Agricultural Produce,2024-12-16,18.0,22.28,0,1.58,3.54,43.2,604.9,6046.0,18722.0,28.7,95.5,0,2,3.12,0,6,2024,2024-12
DLV-00777,TD-136,Courier Van,DRV-072,Gaborone-Johannesburg,360,1,Pharmaceutical,Agricultural Produce,2023-09-12,6.5,8.69,0,1.21,2.58,9.7,34.9,374.0,8124.0,0.8,80.6,0,0,1.49,0,5,2023,2023-09
DLV-00778,TD-083,B-Train,DRV-005,Gaborone-Francistown,400,0,Pharmaceutical,Fresh Produce,2023-02-16,5.0,4.25,1,0.0,0.0,51.0,204.2,2195.0,5724.0,35.8,89.4,2,2,0.56,0,3,2023,2023-02
DLV-00779,TD-125,Light Commercial,DRV-103,Francistown-Harare,490,1,Pharmaceutical,Construction Materials,2025-03-24,9.0,12.68,0,2.33,2.22,13.1,64.4,691.0,8521.0,2.4,79.0,1,0,2.68,0,7,2025,2025-03
DLV-00780,TD-099,B-Train,DRV-076,Gaborone-Johannesburg,360,1,Agriculture,Mining Supplies,2024-12-30,6.5,10.1,0,2.62,4.04,50.3,181.0,1973.0,5475.0,38.0,95.0,1,0,1.44,0,5,2024,2024-12
DLV-00781,TD-033,Long-Haul Articulated,DRV-128,Gaborone-Francistown,400,0,Mining,Fresh Produce,2024-11-20,5.0,5.96,0,0.21,0.0,45.3,181.3,2019.0,5368.0,28.8,95.9,1,1,0.74,1,9,2024,2024-11
DLV-00782,TD-139,Courier Van,DRV-062,Local Gaborone,35,0,Retail,Mining Supplies,2023-06-24,1.5,1.49,1,0.0,0.0,11.7,4.1,44.0,958.0,1.0,97.8,0,0,0.18,0,6,2023,2023-06
DLV-00783,TD-112,Light Commercial,DRV-008,Gaborone-Johannesburg,360,1,Retail,Fresh Produce,2024-01-28,6.5,8.86,0,1.38,1.98,15.7,56.5,607.0,7766.0,2.9,98.1,1,0,1.62,1,9,2024,2024-01
DLV-00784,TD-137,Courier Van,DRV-126,Gaborone-Maun,680,0,Mining,Agricultural Produce,2024-12-09,8.0,6.95,1,0.0,0.0,12.1,82.0,910.0,18065.0,0.9,94.9,2,0,0.99,0,3,2024,2024-12
DLV-00785,TD-088,B-Train,DRV-097,Gaborone-Johannesburg,360,1,Pharmaceutical,FMCG Cargo,2025-01-23,6.5,8.69,0,1.22,2.34,46.2,166.3,1818.0,5429.0,37.7,94.2,0,0,1.13,0,7,2025,2025-01
DLV-00786,TD-067,Refrigerated,DRV-030,Francistown-Harare,490,1,FMCG,General Goods,2023-04-25,9.0,11.23,0,0.88,2.19,39.6,193.9,1952.0,7381.0,15.1,83.7,1,0,0.74,0,8,2023,2023-04
DLV-00787,TD-095,B-Train,DRV-033,Gaborone-Johannesburg,360,1,FMCG,Pharmaceuticals,2024-08-13,6.5,8.73,0,1.25,1.01,49.1,176.7,1974.0,5408.0,37.6,93.9,1,1,1.33,1,10,2024,2024-08
DLV-00788,TD-094,B-Train,DRV-033,Gaborone-Windhoek,1400,1,Agriculture,FMCG Cargo,2024-09-08,18.0,21.45,0,0.75,1.78,39.6,554.8,5855.0,16982.0,30.3,75.8,2,3,3.26,1,9,2024,2024-09
DLV-00789,TD-081,B-Train,DRV-038,Local Gaborone,35,0,FMCG,Agricultural Produce,2023-08-13,1.5,1.47,1,0.0,0.0,37.9,13.3,144.0,399.0,28.5,71.3,0,0,0.17,0,8,2023,2023-08
DLV-00790,TD-082,B-Train,DRV-080,Gaborone-Francistown,400,0,Agriculture,FMCG Cargo,2023-05-07,5.0,4.94,1,0.0,0.0,51.1,204.4,2205.0,6392.0,39.9,99.9,0,2,0.8,0,7,2023,2023-05
DLV-00791,TD-056,Refrigerated,DRV-127,Local Gaborone,35,0,FMCG,FMCG Cargo,2024-01-21,1.5,2.01,0,0.28,0.0,42.4,14.9,150.0,587.0,16.8,93.1,0,0,0.34,0,7,2024,2024-01
DLV-00792,TD-014,Long-Haul Articulated,DRV-046,Francistown-Harare,490,1,Construction,FMCG Cargo,2024-02-06,9.0,14.29,0,3.94,4.45,38.9,190.4,2092.0,5925.0,25.9,86.4,0,0,2.37,1,10,2024,2024-02
DLV-00793,TD-101,B-Train,DRV-087,Gaborone-Francistown,400,0,Construction,FMCG Cargo,2024-04-29,5.0,5.32,1,0.0,0.0,42.7,170.7,1740.0,5191.0,32.4,81.1,0,0,0.86,0,8,2024,2024-04
DLV-00794,TD-101,B-Train,DRV-025,Francistown-Harare,490,1,Retail,Fresh Produce,2025-02-09,9.0,12.07,0,1.72,3.03,49.6,242.9,2669.0,7229.0,36.9,92.2,0,0,1.9,0,8,2025,2025-02
DLV-00795,TD-118,Light Commercial,DRV-042,Gaborone-Palapye,240,0,Agriculture,Mining Supplies,2024-03-28,3.0,2.55,1,0.0,0.0,10.5,25.3,276.0,3611.0,2.1,68.4,0,1,0.36,0,6,2024,2024-03
DLV-00796,TD-003,Long-Haul Articulated,DRV-093,Francistown-Harare,490,1,Pharmaceutical,Agricultural Produce,2024-08-12,9.0,13.21,0,2.86,3.37,47.4,232.1,2323.0,6828.0,29.9,99.5,1,0,2.38,1,9,2024,2024-08
DLV-00797,TD-044,Long-Haul Articulated,DRV-015,Gaborone-Lusaka,1300,1,Mining,Fresh Produce,2024-04-30,20.0,25.95,0,2.95,4.31,35.9,466.2,4852.0,13384.0,22.1,73.5,0,3,5.35,0,8,2024,2024-04
DLV-00798,TD-104,B-Train,DRV-063,Gaborone-Maun,680,0,Mining,General Goods,2023-09-04,8.0,8.24,1,0.0,0.0,39.3,266.9,2873.0,8654.0,31.8,79.5,0,1,0.64,0,4,2023,2023-09
DLV-00799,TD-097,B-Train,DRV-023,Gaborone-Maun,680,0,Construction,Agricultural Produce,2024-10-27,8.0,7.89,1,0.0,0.0,39.0,265.3,2644.0,8127.0,29.9,74.7,0,0,0.88,0,5,2024,2024-10
DLV-00800,TD-032,Long-Haul Articulated,DRV-126,Gaborone-Johannesburg,360,1,Pharmaceutical,FMCG Cargo,2024-06-05,6.5,8.43,0,0.95,1.08,40.2,144.8,1535.0,4179.0,24.9,82.9,2,1,1.21,0,6,2024,2024-06
DLV-00801,TD-025,Long-Haul Articulated,DRV-047,Gaborone-Palapye,240,0,Construction,Pharmaceuticals,2024-10-22,3.0,2.55,1,0.0,0.0,30.9,74.2,734.0,2150.0,19.2,64.0,0,0,0.46,0,4,2024,2024-10
DLV-00802,TD-104,B-Train,DRV-006,Gaborone-Maun,680,0,Construction,Construction Materials,2024-07-03,8.0,8.1,1,0.0,0.0,49.9,339.0,3554.0,10063.0,37.0,92.5,2,0,1.1,0,4,2024,2024-07
DLV-00803,TD-054,Long-Haul Articulated,DRV-031,Gaborone-Johannesburg,360,1,Retail,Agricultural Produce,2024-09-05,6.5,7.67,0,0.2,1.63,31.4,113.0,1128.0,3272.0,19.5,64.9,0,0,1.4,0,8,2024,2024-09
DLV-00804,TD-042,Long-Haul Articulated,DRV-023,Francistown-Harare,490,1,Agriculture,Fresh Produce,2025-02-10,9.0,10.71,0,0.36,1.3,29.7,145.5,1487.0,4458.0,19.5,65.0,1,0,1.19,1,9,2025,2025-02
DLV-00805,TD-109,B-Train,DRV-001,Gaborone-Maun,680,0,Retail,Fresh Produce,2023-02-17,8.0,8.5,1,0.0,0.0,42.1,286.0,2859.0,8852.0,32.5,81.4,1,0,1.19,0,6,2023,2023-02
DLV-00806,TD-081,B-Train,DRV-134,Local Gaborone,35,0,FMCG,Construction Materials,2024-07-05,1.5,1.35,1,0.0,0.0,36.8,12.9,128.0,383.0,27.4,68.4,0,0,0.23,0,8,2024,2024-07
DLV-00807,TD-061,Refrigerated,DRV-010,Gaborone-Francistown,400,0,Retail,Mining Supplies,2023-11-03,5.0,5.42,1,0.0,0.0,39.6,158.3,1599.0,6054.0,15.1,84.1,0,1,0.85,0,3,2023,2023-11
DLV-00808,TD-072,Refrigerated,DRV-033,Gaborone-Windhoek,1400,1,Pharmaceutical,Construction Materials,2024-03-08,18.0,20.91,0,0.21,2.92,34.5,483.2,5175.0,17748.0,12.7,70.4,2,1,3.18,0,8,2024,2024-03
DLV-00809,TD-103,B-Train,DRV-117,Gaborone-Maun,680,0,Mining,Fresh Produce,2024-11-23,8.0,8.42,1,0.0,0.0,34.4,234.0,2500.0,7415.0,27.3,68.2,0,0,1.09,0,6,2024,2024-11
DLV-00810,TD-050,Long-Haul Articulated,DRV-096,Gaborone-Palapye,240,0,Agriculture,FMCG Cargo,2024-10-25,3.0,3.02,1,0.0,0.0,36.4,87.4,877.0,2703.0,24.1,80.5,0,0,0.63,0,7,2024,2024-10
DLV-00811,TD-081,B-Train,DRV-112,Gaborone-Maun,680,0,Construction,General Goods,2024-09-10,8.0,8.71,1,0.0,0.0,34.2,232.5,2457.0,7007.0,25.8,64.4,0,0,1.3,0,8,2024,2024-09
DLV-00812,TD-085,B-Train,DRV-023,Gaborone-Johannesburg,360,1,FMCG,Fresh Produce,2025-03-07,6.5,8.65,0,1.18,1.51,48.0,172.8,1760.0,5295.0,36.8,91.9,0,0,0.96,1,9,2025,2025-03
DLV-00813,TD-097,B-Train,DRV-057,Gaborone-Johannesburg,360,1,Construction,General Goods,2025-03-12,6.5,8.06,0,0.58,1.62,46.8,168.3,1765.0,5348.0,37.1,92.9,0,0,1.44,0,5,2025,2025-03
DLV-00814,TD-073,Refrigerated,DRV-070,Gaborone-Windhoek,1400,1,Agriculture,General Goods,2023-02-19,18.0,20.77,0,0.07,2.11,42.8,599.3,6024.0,22699.0,16.2,90.1,0,1,2.74,0,8,2023,2023-02
DLV-00815,TD-123,Light Commercial,DRV-033,Gaborone-Lusaka,1300,1,FMCG,General Goods,2024-12-04,20.0,23.74,0,0.74,3.5,12.6,163.9,1668.0,23653.0,2.5,82.7,1,0,3.61,0,6,2024,2024-12
DLV-00816,TD-064,Refrigerated,DRV-108,Gaborone-Windhoek,1400,1,Pharmaceutical,Pharmaceuticals,2023-07-07,18.0,24.02,0,3.32,4.45,48.1,673.0,7069.0,23169.0,16.5,91.9,2,1,4.61,1,10,2023,2023-07
DLV-00817,TD-110,B-Train,DRV-134,Gaborone-Palapye,240,0,Pharmaceutical,Agricultural Produce,2023-08-23,3.0,2.86,1,0.0,0.0,38.9,93.4,1016.0,2773.0,28.9,72.2,1,1,0.49,0,5,2023,2023-08
DLV-00818,TD-021,Long-Haul Articulated,DRV-020,Gaborone-Johannesburg,360,1,Pharmaceutical,Mining Supplies,2023-04-06,6.5,9.61,0,2.14,3.01,30.9,111.4,1136.0,3195.0,19.0,63.4,0,1,1.54,0,7,2023,2023-04
DLV-00819,TD-003,Long-Haul Articulated,DRV-109,Local Gaborone,35,0,Pharmaceutical,Construction Materials,2025-01-18,1.5,1.27,1,0.0,0.0,42.2,14.8,163.0,490.0,30.0,99.9,0,0,0.17,1,9,2025,2025-01
DLV-00820,TD-104,B-Train,DRV-004,Gaborone-Johannesburg,360,1,Agriculture,Mining Supplies,2025-02-02,6.5,9.95,0,2.47,3.5,45.4,163.4,1772.0,5075.0,35.2,88.1,0,0,1.42,0,4,2025,2025-02
DLV-00821,TD-136,Courier Van,DRV-011,Francistown-Harare,490,1,Agriculture,Pharmaceuticals,2023-06-22,9.0,13.35,0,3.0,4.26,7.9,38.8,400.0,9191.0,0.7,67.0,0,1,1.95,0,5,2023,2023-06
DLV-00822,TD-132,Courier Van,DRV-091,Gaborone-Maun,680,0,Mining,Pharmaceuticals,2024-05-22,8.0,7.4,1,0.0,0.0,7.8,53.3,594.0,12722.0,0.7,66.8,0,0,0.7,0,8,2024,2024-05
DLV-00823,TD-064,Refrigerated,DRV-139,Gaborone-Windhoek,1400,1,Mining,Fresh Produce,2023-11-03,18.0,22.02,0,1.32,2.03,43.6,611.0,6174.0,20854.0,14.9,82.8,1,5,3.9,1,10,2023,2023-11
DLV-00824,TD-132,Courier Van,DRV-010,Gaborone-Palapye,240,0,Construction,Construction Materials,2024-05-14,3.0,3.98,0,0.53,0.0,8.5,20.5,219.0,4988.0,0.7,74.2,0,0,0.62,0,8,2024,2024-05
DLV-00825,TD-077,Refrigerated,DRV-091,Gaborone-Windhoek,1400,1,Mining,General Goods,2023-12-25,18.0,20.23,1,0.0,1.65,38.2,535.1,5308.0,20080.0,14.3,79.7,1,0,1.9,0,7,2023,2023-12
DLV-00826,TD-106,B-Train,DRV-032,Gaborone-Maun,680,0,Construction,General Goods,2023-06-09,8.0,8.18,1,0.0,0.0,44.1,299.6,3031.0,9386.0,34.5,86.3,0,1,1.24,0,5,2023,2023-06
DLV-00827,TD-096,B-Train,DRV-077,Gaborone-Lusaka,1300,1,FMCG,Pharmaceuticals,2023-07-06,20.0,23.86,0,0.86,3.84,48.9,635.3,6370.0,19463.0,37.4,93.6,1,0,4.7,0,4,2023,2023-07
DLV-00828,TD-112,Light Commercial,DRV-002,Gaborone-Windhoek,1400,1,FMCG,Agricultural Produce,2024-12-27,18.0,21.17,0,0.47,1.39,10.4,146.1,1459.0,21990.0,2.1,71.4,1,0,2.05,1,9,2024,2024-12
DLV-00829,TD-085,B-Train,DRV-009,Gaborone-Lusaka,1300,1,Retail,FMCG Cargo,2023-07-23,20.0,26.21,0,3.21,4.36,44.1,573.9,6023.0,16549.0,31.8,79.6,3,0,5.48,1,9,2023,2023-07
DLV-00830,TD-084,B-Train,DRV-103,Gaborone-Maun,680,0,Agriculture,FMCG Cargo,2025-01-29,8.0,8.77,1,0.0,0.0,53.0,360.7,3601.0,10121.0,37.2,93.0,1,1,1.85,1,10,2025,2025-01
DLV-00831,TD-006,Long-Haul Articulated,DRV-033,Gaborone-Johannesburg,360,1,Retail,Fresh Produce,2024-05-27,6.5,10.51,0,3.03,3.69,33.7,121.3,1355.0,3714.0,22.1,73.7,0,0,1.6,0,7,2024,2024-05
DLV-00832,TD-112,Light Commercial,DRV-123,Gaborone-Francistown,400,0,FMCG,Fresh Produce,2024-05-12,5.0,6.15,0,0.4,0.0,12.3,49.3,500.0,7958.0,2.7,90.4,0,0,0.65,1,9,2024,2024-05
DLV-00833,TD-131,Courier Van,DRV-048,Gaborone-Maun,680,0,Retail,Fresh Produce,2025-02-24,8.0,8.9,1,0.0,0.0,8.4,56.9,623.0,13308.0,0.7,69.9,1,0,1.1,0,4,2025,2025-02
DLV-00834,TD-122,Light Commercial,DRV-027,Francistown-Harare,490,1,Pharmaceutical,FMCG Cargo,2024-05-29,9.0,9.24,1,0.0,1.63,15.8,77.4,822.0,10748.0,3.0,99.7,1,1,1.74,0,4,2024,2024-05
DLV-00835,TD-059,Refrigerated,DRV-031,Gaborone-Maun,680,0,Retail,Pharmaceuticals,2023-02-09,8.0,9.95,0,0.75,0.0,39.9,271.4,2894.0,9431.0,13.9,77.1,1,0,1.81,1,10,2023,2023-02
DLV-00836,TD-014,Long-Haul Articulated,DRV-098,Gaborone-Johannesburg,360,1,Construction,Construction Materials,2023-11-10,6.5,10.3,0,2.82,3.22,31.4,112.9,1159.0,3491.0,20.8,69.3,0,0,0.94,1,10,2023,2023-11
DLV-00837,TD-016,Long-Haul Articulated,DRV-131,Local Gaborone,35,0,Construction,FMCG Cargo,2023-02-22,1.5,1.84,0,0.11,0.0,48.0,16.8,181.0,479.0,29.3,97.7,0,0,0.19,0,4,2023,2023-02
DLV-00838,TD-082,B-Train,DRV-013,Francistown-Harare,490,1,Retail,General Goods,2023-01-01,9.0,12.97,0,2.62,3.31,37.9,185.6,1893.0,5713.0,29.1,72.9,1,0,2.61,0,7,2023,2023-01
DLV-00839,TD-026,Long-Haul Articulated,DRV-111,Gaborone-Palapye,240,0,Retail,Fresh Produce,2024-05-18,3.0,2.94,1,0.0,0.0,39.4,94.4,1016.0,2915.0,26.0,86.8,0,0,0.38,0,6,2024,2024-05
DLV-00840,TD-085,B-Train,DRV-093,Gaborone-Maun,680,0,Pharmaceutical,Agricultural Produce,2024-01-06,8.0,8.85,1,0.0,0.0,49.6,337.1,3553.0,9917.0,36.5,91.2,0,1,1.59,1,9,2024,2024-01
DLV-00841,TD-061,Refrigerated,DRV-071,Gaborone-Windhoek,1400,1,Retail,Construction Materials,2024-01-29,18.0,21.95,0,1.25,4.11,33.6,470.8,5000.0,16333.0,11.7,64.8,1,1,2.5,0,3,2024,2024-01
DLV-00842,TD-050,Long-Haul Articulated,DRV-115,Francistown-Harare,490,1,Mining,General Goods,2024-07-13,9.0,12.16,0,1.81,2.2,39.4,193.1,2160.0,6106.0,26.7,89.0,0,1,1.65,0,7,2024,2024-07
DLV-00843,TD-137,Courier Van,DRV-040,Francistown-Harare,490,1,Mining,Mining Supplies,2023-07-16,9.0,11.55,0,1.2,2.93,12.3,60.4,669.0,12916.0,0.9,94.1,1,2,1.58,0,3,2023,2023-07
DLV-00844,TD-094,B-Train,DRV-115,Gaborone-Windhoek,1400,1,Pharmaceutical,FMCG Cargo,2023-05-01,18.0,21.7,0,1.0,1.24,38.8,543.7,6037.0,17194.0,30.7,76.8,1,0,2.95,1,9,2023,2023-05
DLV-00845,TD-043,Long-Haul Articulated,DRV-071,Gaborone-Francistown,400,0,Pharmaceutical,Mining Supplies,2023-10-24,5.0,5.47,1,0.0,0.0,47.9,191.6,1928.0,5538.0,29.7,98.9,1,0,0.62,0,8,2023,2023-10
DLV-00846,TD-127,Light Commercial,DRV-137,Gaborone-Lusaka,1300,1,Agriculture,General Goods,2023-06-19,20.0,25.18,0,2.18,3.63,11.3,147.3,1604.0,21555.0,2.3,75.4,0,0,3.27,1,9,2023,2023-06
DLV-00847,TD-070,Refrigerated,DRV-053,Gaborone-Lusaka,1300,1,Retail,General Goods,2023-06-13,20.0,22.22,1,0.0,1.76,46.2,600.3,6266.0,21440.0,16.5,91.6,1,3,5.22,0,7,2023,2023-06
DLV-00848,TD-078,Refrigerated,DRV-057,Gaborone-Palapye,240,0,FMCG,FMCG Cargo,2023-10-02,3.0,2.55,1,0.0,0.0,30.6,73.4,742.0,2798.0,11.7,64.8,0,0,0.46,0,6,2023,2023-10
DLV-00849,TD-075,Refrigerated,DRV-011,Francistown-Harare,490,1,Pharmaceutical,Mining Supplies,2023-10-12,9.0,12.03,0,1.68,1.95,33.8,165.7,1815.0,6171.0,12.6,70.0,2,2,1.76,1,10,2023,2023-10
DLV-00850,TD-001,Long-Haul Articulated,DRV-089,Gaborone-Johannesburg,360,1,Pharmaceutical,Construction Materials,2024-01-13,6.5,7.62,0,0.14,1.29,42.1,151.4,1600.0,4446.0,26.5,88.2,0,0,1.21,1,9,2024,2024-01
DLV-00851,TD-105,B-Train,DRV-076,Gaborone-Maun,680,0,FMCG,General Goods,2024-10-02,8.0,8.79,1,0.0,0.0,47.2,320.9,3271.0,9707.0,35.7,89.2,0,0,1.26,0,7,2024,2024-10
DLV-00852,TD-005,Long-Haul Articulated,DRV-138,Gaborone-Palapye,240,0,Pharmaceutical,Agricultural Produce,2025-03-07,3.0,3.33,1,0.0,0.0,39.4,94.6,1023.0,2800.0,25.0,83.3,0,0,0.45,1,10,2025,2025-03
DLV-00853,TD-066,Refrigerated,DRV-053,Gaborone-Lusaka,1300,1,Construction,Mining Supplies,2023-11-29,20.0,21.84,1,0.0,1.71,38.2,496.8,5178.0,17742.0,13.6,75.8,2,0,5.13,0,7,2023,2023-11
DLV-00854,TD-095,B-Train,DRV-038,Gaborone-Lusaka,1300,1,Construction,General Goods,2024-05-22,20.0,23.89,0,0.89,2.61,49.3,640.4,6434.0,19266.0,37.0,92.6,5,0,2.75,1,10,2024,2024-05
DLV-00855,TD-047,Long-Haul Articulated,DRV-073,Local Gaborone,35,0,Mining,Fresh Produce,2023-06-16,1.5,1.75,0,0.03,0.0,31.4,11.0,110.0,331.0,20.3,67.5,0,0,0.47,0,3,2023,2023-06
DLV-00856,TD-063,Refrigerated,DRV-117,Gaborone-Lusaka,1300,1,Pharmaceutical,Pharmaceuticals,2023-04-13,20.0,21.35,1,0.0,2.84,42.2,548.2,5992.0,20843.0,16.0,89.1,0,0,2.75,0,3,2023,2023-04
DLV-00857,TD-097,B-Train,DRV-099,Gaborone-Johannesburg,360,1,Mining,General Goods,2023-01-14,6.5,10.65,0,3.18,3.91,47.5,171.0,1740.0,5230.0,36.3,90.8,0,1,1.46,0,5,2023,2023-01
DLV-00858,TD-003,Long-Haul Articulated,DRV-028,Gaborone-Francistown,400,0,Agriculture,FMCG Cargo,2023-12-13,5.0,5.29,1,0.0,0.0,40.6,162.4,1638.0,4945.0,26.5,88.3,0,2,0.88,1,9,2023,2023-12
DLV-00859,TD-114,Light Commercial,DRV-042,Local Gaborone,35,0,FMCG,Fresh Produce,2024-05-05,1.5,1.49,1,0.0,0.0,10.9,3.8,40.0,544.0,2.1,70.7,0,0,0.21,0,4,2024,2024-05
DLV-00860,TD-012,Long-Haul Articulated,DRV-027,Gaborone-Francistown,400,0,Agriculture,Fresh Produce,2023-04-16,5.0,6.03,0,0.28,0.0,45.3,181.4,1883.0,5346.0,28.6,95.5,0,1,1.13,1,9,2023,2023-04
DLV-00861,TD-058,Refrigerated,DRV-007,Gaborone-Francistown,400,0,Retail,Pharmaceuticals,2024-01-30,5.0,5.25,1,0.0,0.0,44.2,176.8,1902.0,6974.0,17.4,96.9,0,1,0.59,1,10,2024,2024-01
DLV-00862,TD-126,Light Commercial,DRV-044,Gaborone-Johannesburg,360,1,Mining,Mining Supplies,2023-04-15,6.5,9.6,0,2.12,2.25,13.5,48.5,484.0,6703.0,2.5,84.6,0,0,0.85,1,9,2023,2023-04
DLV-00863,TD-012,Long-Haul Articulated,DRV-039,Gaborone-Johannesburg,360,1,Retail,Pharmaceuticals,2024-06-27,6.5,10.0,0,2.52,3.1,40.7,146.4,1497.0,4369.0,26.0,86.7,0,0,1.86,1,9,2024,2024-06
DLV-00864,TD-090,B-Train,DRV-027,Gaborone-Palapye,240,0,FMCG,Pharmaceuticals,2024-11-08,3.0,2.98,1,0.0,0.0,52.8,126.8,1386.0,3737.0,38.9,97.3,0,0,0.56,1,9,2024,2024-11
