project_id,project_type,region,project_manager,tender_type,start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,delay_cause,status,contracted_budget_bwp,actual_cost_bwp,cost_variance_bwp,overrun_pct,will_overrun,labour_cost_bwp,material_cost_bwp,equipment_cost_bwp,subcontractor_cost_bwp,overhead_cost_bwp,material_waste_cost_bwp,material_waste_pct,workforce_headcount,quality_score,bid_estimate_bwp,bid_accuracy_pct,risk_score
SCL-0092,Road Construction,Palapye,PM_Segametsi,Government,2023-04-12,2025-08-29,,29,31,2,Scope creep,Active,21543000.0,22708200.0,1165200.0,5.4,1,6700000.0,7268700.0,2935300.0,2051100.0,3753100.0,690200.0,9.5,38,,21204200.0,93.4,0.7754
SCL-0093,Commercial Building,Serowe,PM_Ditiro,Government,2021-02-19,2023-03-11,2023-03-11,25,25,0,None,Completed,10068000.0,9964400.0,-103600.0,0.0,0,2924900.0,3547100.0,1441100.0,862500.0,1188800.0,421000.0,11.9,30,82.0,9122000.0,91.5,0.4822
SCL-0094,Road Construction,Francistown,PM_Ditiro,Private,2024-10-19,2025-10-14,,12,12,0,None,Active,14425000.0,14263700.0,-161300.0,0.0,0,5853700.0,4960600.0,2129900.0,1915000.0,-595500.0,294100.0,5.9,38,,14085400.0,98.7,0.5099
SCL-0095,Education Infrastructure,Serowe,PM_Ditiro,Government,2019-03-25,2019-12-20,2020-01-19,9,10,1,Design changes,Completed,887000.0,835500.0,-51500.0,0.0,0,314400.0,254000.0,148200.0,107200.0,11700.0,17100.0,6.7,9,84.4,821000.0,98.3,0.3401
SCL-0096,Government Office,Serowe,PM_Segametsi,Government,2024-06-03,2024-12-30,2025-01-29,7,8,1,Equipment breakdown,Completed,11009000.0,10912200.0,-96800.0,0.0,0,3084300.0,3787100.0,1694000.0,993400.0,1353400.0,133100.0,3.5,36,75.1,10010900.0,91.7,0.5967
SCL-0097,Residential Building,Serowe,PM_Kebonye,Government,2023-11-23,2025-08-14,,21,21,0,None,Active,11980000.0,11469100.0,-510900.0,0.0,0,4088500.0,4603500.0,1771500.0,1495200.0,-489600.0,491500.0,10.7,34,,12502300.0,91.0,0.3703
SCL-0098,Commercial Building,Serowe,PM_Ditiro,Government,2021-03-29,2022-08-21,2022-08-21,17,17,0,None,Completed,17567000.0,16597000.0,-970000.0,0.0,0,5783400.0,6173600.0,2900500.0,2027600.0,-288100.0,469500.0,7.6,42,81.5,18170700.0,90.5,0.5754
SCL-0099,Education Infrastructure,Palapye,PM_Kebonye,Government,2018-11-20,2020-02-13,2020-12-09,15,25,10,Design changes,Completed,2296000.0,2960800.0,664800.0,29.0,1,912800.0,1127400.0,461000.0,188700.0,270900.0,235200.0,20.9,16,65.3,2249300.0,76.0,0.3507
SCL-0100,Government Office,Francistown,PM_Moeti,Government,2019-02-16,2020-11-07,2020-11-07,21,21,0,None,Completed,6629000.0,6556100.0,-72900.0,0.0,0,2721000.0,2928500.0,998000.0,905200.0,-996600.0,104800.0,3.6,28,89.1,6251700.0,95.4,0.2776
SCL-0101,Commercial Building,Gaborone,PM_Moeti,Government,2019-12-19,2020-09-14,2020-09-14,9,9,0,None,Completed,5716000.0,5699400.0,-16600.0,0.0,0,2263100.0,2383500.0,911400.0,782100.0,-640700.0,92100.0,3.9,21,78.6,5661200.0,99.3,0.1957
SCL-0102,Commercial Building,Palapye,PM_Segametsi,Private,2019-07-04,2021-05-24,2021-05-24,23,23,0,None,Completed,10693000.0,10292600.0,-400400.0,0.0,0,3159800.0,3261700.0,1407100.0,779400.0,1684600.0,118200.0,3.6,36,71.9,10534400.0,97.7,0.7005
SCL-0103,Residential Building,Francistown,PM_Segametsi,Private,2022-06-30,2023-02-25,2023-05-26,8,11,3,Material delivery delays,Completed,6910000.0,8373500.0,1463500.0,21.2,1,2635400.0,2839600.0,1342300.0,1217500.0,338700.0,255700.0,9.0,24,61.0,6463900.0,77.2,0.519
SCL-0104,Government Office,Gaborone,PM_Segametsi,Government,2021-06-27,2023-04-18,2023-04-18,22,22,0,None,Completed,7568000.0,7181300.0,-386700.0,0.0,0,2956500.0,2550300.0,1268100.0,702500.0,-296100.0,107300.0,4.2,26,77.7,7608000.0,94.1,0.5599
SCL-0105,Education Infrastructure,Serowe,PM_Kebonye,Private,2018-12-02,2019-12-27,2019-12-27,13,13,0,None,Completed,4338000.0,4019700.0,-318300.0,0.0,0,1188700.0,1705600.0,467000.0,416700.0,241700.0,188100.0,11.0,20,78.8,4346900.0,91.9,0.3312
SCL-0106,Government Office,Serowe,PM_Segametsi,Government,2023-02-01,2023-08-30,2023-11-28,7,10,3,Material delivery delays,Completed,8880000.0,11168500.0,2288500.0,25.8,1,4008900.0,4286700.0,1392200.0,582700.0,898000.0,704600.0,16.4,30,72.2,8052300.0,72.1,0.5846
SCL-0107,Commercial Building,Gaborone,PM_Moeti,Private,2018-05-10,2020-03-30,2020-10-26,23,30,7,Scope creep,Completed,3104000.0,4254800.0,1150800.0,37.1,1,1625800.0,1891500.0,728900.0,403600.0,-395000.0,215000.0,11.4,20,79.4,3200800.0,75.2,0.2582
SCL-0108,Residential Building,Palapye,PM_Moeti,Government,2019-06-06,2021-03-27,2021-03-27,22,22,0,None,Completed,7141000.0,7013800.0,-127200.0,0.0,0,1967300.0,2128100.0,1079300.0,732600.0,1106500.0,106100.0,5.0,24,92.0,6797700.0,96.9,0.2164
SCL-0109,Commercial Building,Francistown,PM_Moeti,Government,2018-03-06,2020-05-24,2020-05-24,27,27,0,None,Completed,12563000.0,12114300.0,-448700.0,0.0,0,4531800.0,5219200.0,1254300.0,1137500.0,-28500.0,232100.0,4.4,39,90.8,11570800.0,95.5,0.3139
SCL-0110,Commercial Building,Francistown,PM_Ditiro,Government,2020-08-28,2022-02-19,2022-05-20,18,21,3,Scope creep,Completed,14361000.0,16107700.0,1746700.0,12.2,1,5999000.0,5366400.0,1689300.0,2333200.0,719800.0,542500.0,10.1,31,81.1,13666800.0,84.8,0.4904
SCL-0111,Government Office,Maun,PM_Ditiro,Government,2022-03-22,2023-06-15,2024-01-11,15,22,7,Weather conditions,Completed,7603000.0,8839800.0,1236800.0,16.3,1,3536400.0,2843300.0,924700.0,806800.0,728600.0,366000.0,12.9,24,77.8,7219300.0,81.7,0.4131
SCL-0112,Road Construction,Maun,PM_Ditiro,Government,2018-07-31,2019-09-24,2020-06-20,14,23,9,Design changes,Completed,18941000.0,26268100.0,7327100.0,38.7,1,9572300.0,11322700.0,4227500.0,3216000.0,-2070400.0,928300.0,8.2,49,79.6,17992900.0,68.5,0.6516
SCL-0113,Road Construction,Francistown,PM_Kebonye,Private,2023-05-16,2025-12-31,,32,32,0,None,Active,5581000.0,5403900.0,-177100.0,0.0,0,1694200.0,1881900.0,742000.0,620800.0,465000.0,90900.0,4.8,22,,5761900.0,93.4,0.6941
SCL-0114,Education Infrastructure,Gaborone,PM_Segametsi,Private,2022-02-27,2022-09-25,2023-01-23,7,11,4,Cash flow constraints,Completed,2465000.0,2644600.0,179600.0,7.3,1,1060400.0,1087400.0,381500.0,286700.0,-171400.0,57400.0,5.3,14,58.5,2358900.0,89.2,0.4428
SCL-0115,Residential Building,Maun,PM_Ditiro,Government,2023-03-03,2024-11-22,2024-12-22,21,22,1,Subcontractor failure,Completed,10127000.0,14280700.0,4153700.0,41.0,1,4974900.0,6248300.0,2161300.0,797900.0,98300.0,888300.0,14.2,33,88.9,10275400.0,72.0,0.3944
SCL-0116,Education Infrastructure,Francistown,PM_Kebonye,Government,2023-09-03,2024-03-31,2024-03-31,7,7,0,None,Completed,1585000.0,1577300.0,-7700.0,0.0,0,582500.0,694100.0,240900.0,81300.0,-21500.0,77200.0,11.1,10,69.0,1598200.0,98.7,0.4554
SCL-0117,Healthcare Facility,Palapye,PM_Moeti,Government,2020-01-05,2020-12-30,2021-07-28,12,19,7,Equipment breakdown,Completed,6643000.0,7612700.0,969700.0,14.6,1,2692600.0,3214700.0,1003000.0,664600.0,37800.0,306800.0,9.5,30,87.6,6203800.0,81.5,0.2708
SCL-0118,Government Office,Gaborone,PM_Moeti,Government,2023-05-04,2025-03-24,,23,37,14,Subcontractor failure,Active,7241000.0,7637300.0,396300.0,5.5,1,2321700.0,2863800.0,1243000.0,814000.0,394800.0,354400.0,12.4,31,,7515200.0,98.4,0.2502
SCL-0119,Residential Building,Francistown,PM_Segametsi,Government,2024-02-03,2025-03-29,2025-03-29,14,14,0,None,Completed,11204000.0,10922100.0,-281900.0,0.0,0,4528400.0,4238400.0,1715000.0,981100.0,-540800.0,403600.0,9.5,29,58.7,11486300.0,94.8,0.5441
SCL-0120,Education Infrastructure,Serowe,PM_Ditiro,Government,2018-11-18,2020-03-12,2020-05-11,16,18,2,Scope creep,Completed,4647000.0,4284800.0,-362200.0,0.0,0,1232000.0,1566400.0,545200.0,543700.0,397500.0,162700.0,10.4,20,89.4,4624300.0,92.1,0.2882
SCL-0121,Education Infrastructure,Maun,PM_Kebonye,Government,2020-01-31,2020-11-26,2021-05-25,10,16,6,Weather conditions,Completed,5694000.0,7739900.0,2045900.0,35.9,1,3031900.0,3149900.0,869500.0,937800.0,-249200.0,201400.0,6.4,22,76.3,5215600.0,67.4,0.367
SCL-0122,Road Construction,Palapye,PM_Segametsi,Government,2018-12-24,2019-12-19,2020-06-16,12,18,6,Scope creep,Completed,8935000.0,11387000.0,2452000.0,27.4,1,4072700.0,4113100.0,1461100.0,675300.0,1064800.0,224000.0,5.4,28,55.3,9085800.0,79.8,0.6782
SCL-0123,Government Office,Serowe,PM_Kebonye,Government,2019-11-26,2021-05-19,2021-09-16,18,22,4,Equipment breakdown,Completed,4620000.0,4997100.0,377100.0,8.2,1,1703300.0,1814800.0,530500.0,375600.0,572900.0,240100.0,13.2,18,73.1,4232100.0,84.7,0.5003
SCL-0124,Commercial Building,Gaborone,PM_Segametsi,Government,2022-12-09,2024-06-01,2024-09-29,18,22,4,Equipment breakdown,Completed,11923000.0,17380600.0,5457600.0,45.8,1,6958000.0,7754100.0,2183900.0,2515500.0,-2030900.0,567100.0,7.3,40,62.2,12463200.0,71.7,0.692
SCL-0125,Commercial Building,Maun,PM_Kebonye,Government,2022-02-04,2023-09-27,2023-09-27,20,20,0,None,Completed,6485000.0,6201900.0,-283100.0,0.0,0,2328400.0,2372300.0,849200.0,749400.0,-97400.0,273500.0,11.5,27,66.4,6633100.0,93.0,0.581
SCL-0126,Education Infrastructure,Maun,PM_Kebonye,Government,2019-09-24,2020-11-17,2021-01-16,14,16,2,Scope creep,Completed,2059000.0,1929000.0,-130000.0,0.0,0,560100.0,865400.0,254800.0,194200.0,54500.0,58800.0,6.8,16,72.0,1964100.0,98.2,0.4226
SCL-0127,Healthcare Facility,Serowe,PM_Moeti,Government,2021-12-25,2023-04-19,2023-04-19,16,16,0,None,Completed,3136000.0,2974200.0,-161800.0,0.0,0,1102100.0,1323600.0,486900.0,180200.0,-118600.0,70400.0,5.3,19,81.8,3084900.0,96.3,0.2702
SCL-0128,Government Office,Serowe,PM_Kebonye,Government,2023-08-12,2025-08-01,,24,36,12,Weather conditions,Active,7389000.0,11444500.0,4055500.0,54.9,1,3978000.0,3940500.0,1223100.0,1523600.0,779300.0,813700.0,20.6,25,,7030300.0,61.4,0.5465
SCL-0129,Residential Building,Serowe,PM_Segametsi,Government,2021-07-30,2023-03-22,2023-03-22,20,20,0,None,Completed,2525000.0,2520400.0,-4600.0,0.0,0,826800.0,797500.0,439500.0,312700.0,143900.0,79800.0,10.0,14,67.7,2434000.0,96.6,0.5264
SCL-0130,Education Infrastructure,Francistown,PM_Segametsi,Government,2022-11-06,2023-12-31,2024-05-29,14,19,5,Subcontractor failure,Completed,1769000.0,2509700.0,740700.0,41.9,1,1013000.0,922200.0,251900.0,179400.0,143200.0,113500.0,12.3,14,68.3,1734600.0,69.1,0.485
SCL-0131,Commercial Building,Palapye,PM_Kebonye,Government,2023-12-02,2025-10-22,,23,36,13,Cash flow constraints,Active,6198000.0,7724400.0,1526400.0,24.6,1,2286400.0,2725200.0,879100.0,906500.0,927200.0,348400.0,12.8,29,,6126900.0,79.3,0.5734
SCL-0132,Government Office,Francistown,PM_Ditiro,Government,2022-03-10,2023-02-03,2023-03-05,11,12,1,Weather conditions,Completed,6317000.0,6058800.0,-258200.0,0.0,0,2051200.0,1942900.0,695900.0,688000.0,680800.0,113400.0,5.8,25,81.1,5818200.0,96.0,0.3724
SCL-0133,Commercial Building,Maun,PM_Moeti,Private,2019-07-14,2021-06-03,2021-06-03,23,23,0,None,Completed,17229000.0,16328900.0,-900100.0,0.0,0,5507400.0,6103100.0,2212700.0,1089600.0,1416100.0,555500.0,9.1,36,91.5,15590600.0,95.5,0.3528
SCL-0134,Residential Building,Serowe,PM_Ditiro,Government,2024-03-01,2025-11-21,,21,22,1,Equipment breakdown,Active,6302000.0,6013300.0,-288700.0,0.0,0,1909200.0,2293900.0,862100.0,755700.0,192400.0,273200.0,11.9,25,,6607400.0,90.1,0.3778
SCL-0135,Road Construction,Francistown,PM_Ditiro,Private,2021-11-28,2023-03-23,2023-04-22,16,17,1,Scope creep,Completed,3709000.0,3674200.0,-34800.0,0.0,0,1446400.0,1217900.0,570000.0,500100.0,-60200.0,114200.0,9.4,16,73.3,3453100.0,94.0,0.5324
SCL-0136,Residential Building,Gaborone,PM_Ditiro,Government,2021-08-18,2022-07-14,2022-07-14,11,11,0,None,Completed,7767000.0,7585200.0,-181800.0,0.0,0,2732100.0,3359200.0,1304700.0,997600.0,-808400.0,240000.0,7.1,26,85.0,7059400.0,93.1,0.3226
SCL-0137,Commercial Building,Francistown,PM_Kebonye,Government,2022-05-28,2023-08-21,2024-01-18,15,20,5,Labour disputes,Completed,13382000.0,16822700.0,3440700.0,25.7,1,5774900.0,6645700.0,1807600.0,1708500.0,886000.0,1326600.0,20.0,36,70.0,13212000.0,78.5,0.5014
SCL-0138,Government Office,Gaborone,PM_Segametsi,Government,2023-12-30,2024-08-26,2024-10-25,8,10,2,Equipment breakdown,Completed,11216000.0,17206100.0,5990100.0,53.4,1,6804600.0,6438600.0,2111000.0,1802000.0,49900.0,675300.0,10.5,38,73.1,11376800.0,66.1,0.6104
SCL-0139,Road Construction,Gaborone,PM_Segametsi,Government,2022-12-13,2024-01-07,2024-03-07,13,15,2,Labour disputes,Completed,23448000.0,36293900.0,12845900.0,54.8,1,14783100.0,15690700.0,6168300.0,4996200.0,-5344400.0,1589700.0,10.1,45,60.8,24282000.0,66.9,0.6679
SCL-0140,Residential Building,Gaborone,PM_Segametsi,Government,2022-10-25,2023-11-19,2023-11-19,13,13,0,None,Completed,9123000.0,8609400.0,-513600.0,0.0,0,2411900.0,3198600.0,1016700.0,1015900.0,966300.0,106400.0,3.3,34,71.0,9562900.0,88.9,0.5875
SCL-0141,Education Infrastructure,Francistown,PM_Segametsi,Government,2019-02-24,2020-05-19,2021-03-15,15,25,10,Material delivery delays,Completed,2792000.0,3465900.0,673900.0,24.1,1,1365100.0,1494400.0,534300.0,197000.0,-124900.0,237700.0,15.9,14,69.0,2659900.0,76.7,0.5221
SCL-0142,Residential Building,Francistown,PM_Segametsi,Government,2018-12-22,2019-12-17,2019-12-17,12,12,0,None,Completed,6145000.0,6076200.0,-68800.0,0.0,0,1806100.0,2488200.0,816300.0,784500.0,181100.0,137200.0,5.5,22,69.8,6084500.0,99.9,0.5596
SCL-0143,Government Office,Serowe,PM_Ditiro,Private,2020-04-21,2021-07-15,2021-07-15,15,15,0,None,Completed,11131000.0,10867800.0,-263200.0,0.0,0,3126000.0,4724100.0,1517000.0,665900.0,834800.0,545500.0,11.5,33,81.9,11650300.0,92.8,0.3463
SCL-0144,Commercial Building,Palapye,PM_Kebonye,Government,2022-02-05,2023-10-28,2024-02-25,21,25,4,Material delivery delays,Completed,15424000.0,17527600.0,2103600.0,13.6,1,6063500.0,7854200.0,2576400.0,900600.0,132900.0,490200.0,6.2,46,80.3,14802400.0,84.5,0.5705
SCL-0145,Commercial Building,Serowe,PM_Segametsi,Government,2024-01-07,2026-04-26,,28,31,3,Cash flow constraints,Active,8436000.0,9191100.0,755100.0,9.0,1,3758500.0,4100600.0,1159400.0,998600.0,-826000.0,313300.0,7.6,31,,8516100.0,92.7,0.6142
SCL-0146,Residential Building,Gaborone,PM_Kebonye,Government,2024-11-12,2026-07-05,,20,20,0,None,Active,6062000.0,5912000.0,-150000.0,0.0,0,2269200.0,2430400.0,926000.0,710300.0,-423900.0,77600.0,3.2,29,,5931400.0,99.7,0.4236
SCL-0147,Government Office,Palapye,PM_Kebonye,Government,2019-04-29,2020-06-22,2020-06-22,14,14,0,None,Completed,11872000.0,11613700.0,-258300.0,0.0,0,3355700.0,4725000.0,1233000.0,1109300.0,1190700.0,367000.0,7.8,35,71.0,11339600.0,97.6,0.511
SCL-0148,Commercial Building,Gaborone,PM_Moeti,Government,2018-02-20,2018-11-17,2019-05-16,9,15,6,Scope creep,Completed,10141000.0,13040100.0,2899100.0,28.6,1,4350400.0,4205600.0,2198500.0,1372900.0,912700.0,876000.0,20.8,28,81.8,10520100.0,80.7,0.2886
SCL-0149,Commercial Building,Palapye,PM_Moeti,Government,2018-08-04,2020-12-21,2020-12-21,29,29,0,None,Completed,3910000.0,3611600.0,-298400.0,0.0,0,1046100.0,1335400.0,605300.0,298800.0,326000.0,64400.0,4.8,17,78.1,3849700.0,93.4,0.3083
SCL-0150,Commercial Building,Serowe,PM_Kebonye,Government,2020-03-11,2022-01-30,2022-03-01,23,24,1,Material delivery delays,Completed,11467000.0,10965600.0,-501400.0,0.0,0,4292300.0,3537300.0,1117500.0,1142100.0,876400.0,400600.0,11.3,27,80.9,11450900.0,95.6,0.6389
SCL-0151,Government Office,Palapye,PM_Moeti,Government,2023-07-09,2025-01-29,,19,27,8,Subcontractor failure,Active,14789000.0,17597600.0,2808600.0,19.0,1,5035500.0,5890300.0,2341300.0,2455900.0,1874600.0,1141200.0,19.4,39,,14431300.0,82.0,0.4041
SCL-0152,Government Office,Maun,PM_Moeti,Government,2020-08-27,2021-06-23,2021-06-23,10,10,0,None,Completed,3279000.0,3055800.0,-223200.0,0.0,0,1251800.0,1096900.0,385300.0,291100.0,30700.0,113200.0,10.3,15,94.0,3329900.0,91.0,0.184
SCL-0153,Road Construction,Francistown,PM_Moeti,Government,2019-05-10,2021-01-29,2022-01-24,21,33,12,Material delivery delays,Completed,13253000.0,15958700.0,2705700.0,20.4,1,5060500.0,5074700.0,2471800.0,2116700.0,1235000.0,389700.0,7.7,41,81.7,12222600.0,76.6,0.2903
SCL-0154,Government Office,Francistown,PM_Ditiro,Government,2020-12-01,2022-02-24,2022-02-24,15,15,0,None,Completed,3112000.0,3068700.0,-43300.0,0.0,0,1268300.0,1314000.0,441900.0,182500.0,-138000.0,99300.0,7.6,14,85.9,2829600.0,92.2,0.3366
SCL-0155,Residential Building,Francistown,PM_Kebonye,Private,2024-07-13,2025-03-10,,8,11,3,Subcontractor failure,Active,5409000.0,8376300.0,2967300.0,54.9,1,2577300.0,3324500.0,899300.0,1128500.0,446700.0,623600.0,18.8,19,,5242100.0,62.6,0.3313
SCL-0156,Residential Building,Serowe,PM_Segametsi,Private,2022-04-17,2022-10-14,2022-11-13,6,7,1,Design changes,Completed,5647000.0,5568900.0,-78100.0,0.0,0,1726700.0,1827000.0,950500.0,297700.0,767000.0,87700.0,4.8,23,69.9,5830100.0,95.3,0.4707
SCL-0157,Education Infrastructure,Gaborone,PM_Moeti,Government,2023-11-24,2024-06-21,2024-06-21,7,7,0,None,Completed,1514000.0,1511600.0,-2400.0,0.0,0,504200.0,615200.0,245700.0,127600.0,18900.0,41800.0,6.8,11,83.5,1368500.0,90.5,0.1284
SCL-0158,Healthcare Facility,Francistown,PM_Moeti,Private,2023-04-17,2023-10-14,2023-11-13,6,7,1,Material delivery delays,Completed,7273000.0,6826800.0,-446200.0,0.0,0,2866900.0,3045400.0,1041400.0,523300.0,-650200.0,91400.0,3.0,31,91.0,7173800.0,94.9,0.4165
SCL-0159,Education Infrastructure,Palapye,PM_Kebonye,Government,2022-01-09,2023-05-04,2023-05-04,16,16,0,None,Completed,3881000.0,3586800.0,-294200.0,0.0,0,1287300.0,1379000.0,642200.0,495600.0,-217300.0,53500.0,3.9,19,66.8,3545400.0,98.8,0.3997
SCL-0160,Residential Building,Serowe,PM_Kebonye,Government,2024-11-20,2026-03-15,,16,26,10,Weather conditions,Active,6519000.0,7270300.0,751300.0,11.5,1,2765400.0,3183100.0,915200.0,379400.0,27200.0,616000.0,19.4,28,,6694800.0,92.1,0.4264
SCL-0161,Commercial Building,Gaborone,PM_Ditiro,Private,2019-02-18,2021-04-08,2021-04-08,26,26,0,None,Completed,12594000.0,11856100.0,-737900.0,0.0,0,4044800.0,4693700.0,1486500.0,1431200.0,199900.0,322600.0,6.9,37,87.8,12008700.0,98.7,0.4401
SCL-0162,Government Office,Serowe,PM_Kebonye,Government,2019-06-06,2020-08-29,2020-11-27,15,18,3,Labour disputes,Completed,11675000.0,12269200.0,594200.0,5.1,1,4641200.0,4735000.0,1983500.0,1309700.0,-400200.0,921600.0,19.5,40,80.3,10894300.0,88.8,0.5461
SCL-0163,Healthcare Facility,Gaborone,PM_Segametsi,Government,2021-11-21,2022-08-18,2022-08-18,9,9,0,None,Completed,7014000.0,6964200.0,-49800.0,0.0,0,2641200.0,2756900.0,945300.0,532900.0,87900.0,299600.0,10.9,23,56.6,6426300.0,92.3,0.6352
SCL-0164,Road Construction,Gaborone,PM_Segametsi,Government,2022-08-23,2023-09-17,2024-01-15,13,17,4,Weather conditions,Completed,12232000.0,15159800.0,2927800.0,23.9,1,5403600.0,4778600.0,2563900.0,1744800.0,668900.0,628400.0,13.2,39,65.4,11070100.0,73.0,0.7578
SCL-0165,Road Construction,Palapye,PM_Ditiro,Private,2022-03-18,2023-04-12,2023-05-12,13,14,1,Scope creep,Completed,4632000.0,4269600.0,-362400.0,0.0,0,1397500.0,1911900.0,667600.0,397600.0,-105000.0,209000.0,10.9,18,73.1,4311600.0,99.0,0.5336
SCL-0166,Residential Building,Maun,PM_Ditiro,Government,2018-07-23,2019-04-19,2019-05-19,9,10,1,Equipment breakdown,Completed,4623000.0,4419700.0,-203300.0,0.0,0,1541300.0,1362000.0,473000.0,585100.0,458300.0,27800.0,2.0,17,74.0,4279200.0,96.8,0.3398
SCL-0167,Commercial Building,Gaborone,PM_Segametsi,Private,2023-04-13,2024-12-03,,20,28,8,Cash flow constraints,Active,6934000.0,9167200.0,2233200.0,32.2,1,2804100.0,3967800.0,1243600.0,699700.0,452000.0,447600.0,11.3,23,,6519900.0,71.1,0.5613
SCL-0168,Road Construction,Francistown,PM_Moeti,Government,2022-08-23,2024-09-11,2024-10-11,25,26,1,Equipment breakdown,Completed,10563000.0,10064700.0,-498300.0,0.0,0,3598200.0,4288800.0,1343500.0,1042200.0,-208000.0,436800.0,10.2,29,87.7,9980200.0,99.2,0.4078
SCL-0169,Education Infrastructure,Gaborone,PM_Kebonye,Government,2019-11-16,2020-05-14,2020-08-12,6,9,3,Labour disputes,Completed,4737000.0,5976600.0,1239600.0,26.2,1,2500400.0,2183300.0,897600.0,797300.0,-402000.0,479300.0,22.0,25,80.0,4310900.0,72.1,0.4832
SCL-0170,Education Infrastructure,Serowe,PM_Segametsi,Government,2023-02-20,2024-02-15,2024-02-15,12,12,0,None,Completed,5254000.0,5248800.0,-5200.0,0.0,0,1984300.0,2037300.0,572100.0,341000.0,314100.0,200000.0,9.8,27,68.4,4807600.0,91.6,0.4805
SCL-0171,Road Construction,Serowe,PM_Moeti,Private,2021-11-09,2024-10-24,2024-10-24,36,36,0,None,Completed,22084000.0,21073400.0,-1010600.0,0.0,0,7296200.0,6866300.0,3149600.0,2488400.0,1272900.0,414000.0,6.0,54,84.7,22163000.0,94.8,0.4886
SCL-0172,Road Construction,Maun,PM_Ditiro,Private,2021-05-26,2024-03-11,,34,49,15,Labour disputes,Active,3445000.0,5069100.0,1624100.0,47.1,1,2028400.0,2041500.0,599400.0,405800.0,-6000.0,439600.0,21.5,16,,3315900.0,65.4,0.49
SCL-0173,Government Office,Gaborone,PM_Kebonye,Government,2023-06-08,2024-12-29,2025-01-28,19,20,1,Material delivery delays,Completed,13918000.0,13344300.0,-573700.0,0.0,0,4033400.0,4626000.0,1479200.0,1803200.0,1402500.0,327000.0,7.1,42,63.8,12945300.0,97.0,0.5256
SCL-0174,Road Construction,Francistown,PM_Moeti,Government,2020-03-26,2022-09-12,2023-12-06,30,45,15,Weather conditions,Completed,23197000.0,33908300.0,10711300.0,46.2,1,11892200.0,13404300.0,3473700.0,2958400.0,2179700.0,952500.0,7.1,47,94.3,22795700.0,67.2,0.3657
SCL-0175,Commercial Building,Francistown,PM_Ditiro,Private,2018-04-23,2019-09-15,2019-09-15,17,17,0,None,Completed,13022000.0,12016800.0,-1005200.0,0.0,0,4806700.0,4772000.0,1460400.0,1092900.0,-115200.0,418800.0,8.8,39,85.6,11737200.0,97.7,0.4426
SCL-0176,Residential Building,Francistown,PM_Moeti,Government,2021-02-01,2022-04-27,2022-04-27,15,15,0,None,Completed,7888000.0,7650400.0,-237600.0,0.0,0,2515600.0,2584300.0,1179500.0,1013200.0,357800.0,172300.0,6.7,28,79.7,7882900.0,97.0,0.2089
SCL-0177,Commercial Building,Serowe,PM_Ditiro,Government,2021-10-09,2022-08-05,2022-10-04,10,12,2,Scope creep,Completed,3730000.0,3652100.0,-77900.0,0.0,0,1386200.0,1584500.0,409000.0,462200.0,-189800.0,79000.0,5.0,20,83.2,3760600.0,97.0,0.49
SCL-0178,Government Office,Maun,PM_Ditiro,Government,2018-05-25,2019-11-16,2019-11-16,18,18,0,None,Completed,7732000.0,7116700.0,-615300.0,0.0,0,2805700.0,2501300.0,1102400.0,810100.0,-102800.0,228500.0,9.1,26,88.8,7307000.0,97.3,0.3834
SCL-0179,Residential Building,Serowe,PM_Kebonye,Government,2024-04-08,2025-06-02,,14,14,0,None,Active,6443000.0,6270000.0,-173000.0,0.0,0,1834000.0,2215100.0,781000.0,807600.0,632300.0,209200.0,9.4,22,,6082900.0,97.0,0.4348
SCL-0180,Road Construction,Maun,PM_Moeti,Private,2018-10-19,2021-01-06,2021-01-06,27,27,0,None,Completed,15839000.0,15592500.0,-246500.0,0.0,0,4627500.0,6269800.0,2074600.0,2137500.0,483100.0,457600.0,7.3,37,94.9,16600500.0,93.5,0.3975
SCL-0181,Education Infrastructure,Francistown,PM_Ditiro,Private,2023-06-21,2023-11-18,2023-12-18,5,6,1,Subcontractor failure,Completed,1738000.0,1729900.0,-8100.0,0.0,0,593900.0,573300.0,252700.0,113900.0,196100.0,55800.0,9.7,12,72.6,1676100.0,96.9,0.2058
SCL-0182,Education Infrastructure,Maun,PM_Segametsi,Government,2022-03-09,2023-06-02,2023-06-02,15,15,0,None,Completed,3576000.0,3320800.0,-255200.0,0.0,0,1281700.0,1260800.0,333200.0,409700.0,35400.0,27500.0,2.2,17,75.2,3273500.0,98.6,0.6154
SCL-0183,Healthcare Facility,Serowe,PM_Ditiro,Government,2021-04-06,2022-01-31,2022-01-31,10,10,0,None,Completed,7626000.0,7361400.0,-264600.0,0.0,0,2769000.0,2356200.0,1024800.0,920300.0,291100.0,281800.0,12.0,31,88.1,6885300.0,93.5,0.3498
SCL-0184,Residential Building,Francistown,PM_Kebonye,Private,2019-05-20,2020-04-14,2020-05-14,11,12,1,Subcontractor failure,Completed,7692000.0,10578600.0,2886600.0,37.5,1,3017300.0,4564500.0,1510400.0,580300.0,906100.0,426700.0,9.3,22,74.4,7718600.0,73.0,0.455
